Date,Region,Product,Units_Sold,Unit_Price,Total_Sales
2024-05-07,West,Product E,55,147.77,8127.35
2024-05-07,Central,Product C,9,392.5,3532.5
2024-05-07,South,Product D,50,341.06,17053.0
2024-05-08,West,Product E,93,244.41,22730.13
2024-05-08,East,Product D,33,261.34,8624.22
2024-05-08,Central,Product C,65,224.65,14602.25
2024-05-08,Central,Product D,3,416.22,1248.66
2024-05-08,North,Product C,93,487.79,45364.47
2024-05-09,West,Product C,17,394.18,6701.06
2024-05-09,North,Product E,31,256.13,7940.03
2024-05-09,Central,Product E,39,171.41,6684.99
2024-05-10,West,Product E,20,81.91,1638.2
2024-05-10,East,Product B,43,452.2,19444.6
2024-05-10,North,Product A,43,86.38,3714.34
2024-05-11,North,Product A,5,136.35,681.75
2024-05-11,East,Product B,40,274.92,10996.8
2024-05-11,South,Product D,27,184.09,4970.43
2024-05-11,North,Product E,98,50.41,4940.18
2024-05-11,North,Product C,98,272.98,26752.04
2024-05-11,Central,Product D,7,253.1,1771.7
2024-05-12,South,Product E,16,280.71,4491.36
2024-05-12,East,Product D,59,390.95,23066.05
2024-05-12,North,Product A,76,300.56,22842.56
2024-05-12,South,Product A,15,418.65,6279.75
2024-05-13,South,Product E,34,200.02,6800.68
2024-05-13,West,Product C,58,198.29,11500.82
2024-05-13,South,Product C,3,164.31,492.93
2024-05-13,South,Product E,34,470.13,15984.42
2024-05-14,West,Product A,66,377.03,24883.98
2024-05-14,East,Product B,17,151.85,2581.45
2024-05-14,East,Product B,16,107.23,1715.68
2024-05-14,West,Product C,80,334.9,26792.0
2024-05-14,Central,Product B,11,421.55,4637.05
2024-05-15,West,Product D,58,153.97,8930.26
2024-05-15,West,Product E,67,377.14,25268.38
2024-05-15,North,Product A,35,91.98,3219.3
2024-05-15,East,Product A,89,215.13,19146.57
2024-05-16,West,Product D,8,487.84,3902.72
2024-05-16,Central,Product A,84,393.62,33064.08
2024-05-16,East,Product E,22,125.21,2754.62
2024-05-16,South,Product E,55,214.29,11785.95
2024-05-16,North,Product B,84,85.22,7158.48
2024-05-17,South,Product E,11,390.41,4294.51
2024-05-17,Central,Product B,16,346.66,5546.56
2024-05-17,South,Product D,46,425.86,19589.56
2024-05-17,East,Product A,66,149.0,9834.0
2024-05-18,South,Product C,74,163.7,12113.8
2024-05-18,West,Product B,82,126.08,10338.56
2024-05-18,Central,Product C,74,424.01,31376.74
2024-05-18,North,Product E,69,205.86,14204.34
2024-05-19,West,Product C,77,453.67,34932.59
2024-05-19,North,Product B,61,388.31,23686.91
2024-05-19,East,Product E,83,74.97,6222.51
2024-05-19,North,Product E,88,190.58,16771.04
2024-05-20,South,Product E,97,132.05,12808.85
2024-05-20,East,Product E,84,486.53,40868.52
2024-05-20,East,Product D,47,330.99,15556.53
2024-05-20,Central,Product C,82,323.27,26508.14
2024-05-20,South,Product D,23,165.7,3811.1
2024-05-20,South,Product D,13,479.94,6239.22
2024-05-20,West,Product C,93,390.48,36314.64
2024-05-20,North,Product D,93,56.91,5292.63
2024-05-21,West,Product B,24,332.82,7987.68
2024-05-21,Central,Product B,23,191.72,4409.56
2024-05-21,North,Product A,24,430.86,10340.64
2024-05-21,North,Product A,44,304.9,13415.6
2024-05-21,Central,Product E,71,486.91,34570.61
2024-05-21,Central,Product D,97,442.83,42954.51
2024-05-22,West,Product E,27,251.3,6785.1
2024-05-22,East,Product C,87,149.03,12965.61
2024-05-22,North,Product B,76,314.89,23931.64
2024-05-22,Central,Product E,92,401.35,36924.2
2024-05-22,North,Product E,75,292.14,21910.5
2024-05-22,South,Product C,17,343.1,5832.7
2024-05-23,Central,Product D,91,184.95,16830.45
2024-05-23,East,Product C,41,206.48,8465.68
2024-05-23,East,Product C,7,480.65,3364.55
2024-05-23,South,Product B,19,189.51,3600.69
2024-05-24,South,Product C,46,297.12,13667.52
2024-05-24,East,Product D,53,491.64,26056.92
2024-05-24,South,Product A,17,484.61,8238.37
2024-05-25,South,Product E,9,95.08,855.72
2024-05-25,North,Product E,47,231.94,10901.18
2024-05-25,South,Product E,10,276.38,2763.8
2024-05-25,Central,Product C,82,152.15,12476.3
2024-05-25,East,Product B,4,398.93,1595.72
2024-05-26,West,Product A,15,141.59,2123.85
2024-05-26,South,Product C,80,354.23,28338.4
2024-05-26,South,Product B,56,59.89,3353.84
2024-05-26,East,Product A,3,499.41,1498.23
2024-05-26,East,Product C,82,489.19,40113.58
2024-05-26,South,Product E,56,374.26,20958.56
2024-05-26,North,Product A,18,279.16,5024.88
2024-05-27,South,Product E,20,92.04,1840.8
2024-05-27,West,Product B,70,410.31,28721.7
2024-05-27,South,Product C,80,239.28,19142.4
2024-05-28,East,Product E,30,452.34,13570.2
2024-05-28,East,Product E,51,95.24,4857.24
2024-05-28,East,Product A,25,471.26,11781.5
2024-05-29,Central,Product E,54,246.69,13321.26
2024-05-30,Central,Product D,51,465.48,23739.48
2024-05-30,North,Product D,11,154.36,1697.96
2024-05-30,Central,Product C,61,366.59,22361.99
2024-05-30,Central,Product B,25,403.34,10083.5
2024-05-30,East,Product C,8,370.86,2966.88
2024-05-30,South,Product E,54,245.98,13282.92
2024-05-30,East,Product A,61,114.73,6998.53
2024-05-30,South,Product B,43,225.33,9689.19
2024-05-30,West,Product B,88,146.27,12871.76
2024-05-30,North,Product B,65,355.94,23136.1
2024-05-30,North,Product A,18,331.99,5975.82
2024-05-30,South,Product E,11,280.08,3080.88
2024-05-31,South,Product B,90,331.52,29836.8
2024-06-01,Central,Product E,43,345.31,14848.33
2024-06-01,East,Product E,34,363.04,12343.36
2024-06-01,East,Product A,15,145.27,2179.05
2024-06-01,Central,Product A,65,181.53,11799.45
2024-06-01,West,Product B,86,179.57,15443.02
2024-06-01,North,Product E,53,59.18,3136.54
2024-06-01,East,Product B,85,342.54,29115.9
2024-06-01,East,Product E,46,411.2,18915.2
2024-06-02,Central,Product E,97,233.71,22669.87
2024-06-02,West,Product D,79,495.08,39111.32
2024-06-02,Central,Product A,49,133.52,6542.48
2024-06-02,North,Product A,91,108.81,9901.71
2024-06-02,West,Product A,96,106.53,10226.88
2024-06-02,East,Product A,21,188.44,3957.24
2024-06-02,West,Product B,3,56.28,168.84
2024-06-03,South,Product C,9,457.47,4117.23
2024-06-03,North,Product B,12,257.47,3089.64
2024-06-03,North,Product D,93,433.64,40328.52
2024-06-04,West,Product B,56,266.47,14922.32
2024-06-04,Central,Product A,14,130.85,1831.9
2024-06-04,East,Product D,2,281.47,562.94
2024-06-04,South,Product E,43,264.16,11358.88
2024-06-04,East,Product C,53,107.37,5690.61
2024-06-05,East,Product A,89,487.13,43354.57
2024-06-05,South,Product B,46,122.75,5646.5
2024-06-05,East,Product A,42,124.53,5230.26
2024-06-05,South,Product C,75,300.75,22556.25
2024-06-05,North,Product B,98,168.32,16495.36
2024-06-05,South,Product E,72,94.89,6832.08
2024-06-05,Central,Product E,85,363.05,30859.25
2024-06-05,South,Product D,75,270.14,20260.5
2024-06-06,West,Product A,17,456.6,7762.2
2024-06-06,Central,Product E,21,496.41,10424.61
2024-06-06,North,Product A,98,499.78,48978.44
2024-06-06,South,Product D,80,251.57,20125.6
2024-06-06,West,Product C,19,499.06,9482.14
2024-06-07,East,Product D,80,261.75,20940.0
2024-06-07,Central,Product B,66,178.31,11768.46
2024-06-07,Central,Product B,24,136.42,3274.08
2024-06-07,East,Product C,15,282.94,4244.1
2024-06-07,West,Product E,80,208.11,16648.8
2024-06-07,West,Product B,32,261.84,8378.88
2024-06-07,Central,Product B,68,466.08,31693.44
2024-06-08,East,Product B,81,421.82,34167.42
2024-06-08,East,Product A,78,76.79,5989.62
2024-06-09,North,Product E,72,317.77,22879.44
2024-06-09,Central,Product A,24,399.73,9593.52
2024-06-09,West,Product C,82,380.36,31189.52
2024-06-09,West,Product C,49,380.01,18620.49
2024-06-09,North,Product D,31,260.54,8076.74
2024-06-09,West,Product E,8,382.55,3060.4
2024-06-09,East,Product D,74,169.33,12530.42
2024-06-09,East,Product B,92,178.29,16402.68
2024-06-09,West,Product D,60,95.4,5724.0
2024-06-10,Central,Product C,36,181.05,6517.8
2024-06-10,East,Product D,52,349.34,18165.68
2024-06-10,East,Product D,79,266.51,21054.29
2024-06-10,Central,Product D,67,93.63,6273.21
2024-06-10,South,Product D,89,472.09,42016.01
2024-06-10,North,Product A,86,119.33,10262.38
2024-06-10,North,Product D,19,268.15,5094.85
2024-06-11,North,Product B,69,424.74,29307.06
2024-06-11,North,Product E,11,399.47,4394.17
2024-06-11,North,Product A,90,355.61,32004.9
2024-06-11,Central,Product D,12,113.82,1365.84
2024-06-11,North,Product C,21,104.94,2203.74
2024-06-11,East,Product E,95,89.88,8538.6
2024-06-12,Central,Product B,64,217.99,13951.36
2024-06-12,West,Product B,89,56.71,5047.19
2024-06-12,West,Product D,18,363.32,6539.76
2024-06-12,West,Product E,74,277.26,20517.24
2024-06-13,West,Product A,87,372.94,32445.78
2024-06-13,South,Product A,11,188.88,2077.68
2024-06-13,East,Product E,39,225.11,8779.29
2024-06-13,South,Product B,86,343.04,29501.44
2024-06-13,West,Product D,52,229.34,11925.68
2024-06-13,North,Product B,50,419.51,20975.5
2024-06-13,North,Product E,23,202.32,4653.36
2024-06-14,South,Product D,21,79.25,1664.25
2024-06-14,Central,Product A,53,68.89,3651.17
2024-06-14,South,Product A,19,66.09,1255.71
2024-06-15,East,Product E,52,218.27,11350.04
2024-06-15,South,Product C,30,302.17,9065.1
2024-06-15,South,Product C,85,476.06,40465.1
2024-06-15,South,Product B,29,83.53,2422.37
2024-06-16,West,Product C,54,144.28,7791.12
2024-06-16,South,Product D,42,80.51,3381.42
2024-06-16,North,Product A,36,71.54,2575.44
2024-06-16,Central,Product B,27,64.45,1740.15
2024-06-17,West,Product C,90,230.85,20776.5
2024-06-17,West,Product D,93,163.96,15248.28
2024-06-17,South,Product A,89,214.27,19070.03
2024-06-17,Central,Product E,7,237.89,1665.23
2024-06-17,Central,Product E,34,60.67,2062.78
2024-06-17,Central,Product D,72,406.61,29275.92
2024-06-17,West,Product B,12,368.16,4417.92
2024-06-17,West,Product C,16,230.41,3686.56
2024-06-18,East,Product D,90,127.77,11499.3
2024-06-18,East,Product B,13,126.74,1647.62
2024-06-18,North,Product E,7,81.44,570.08
2024-06-18,Central,Product E,25,129.67,3241.75
2024-06-18,Central,Product E,26,453.07,11779.82
2024-06-18,East,Product D,36,499.29,17974.44
2024-06-19,North,Product A,10,477.48,4774.8
2024-06-19,South,Product B,37,100.9,3733.3
2024-06-20,South,Product E,54,216.98,11716.92
2024-06-20,South,Product B,83,121.21,10060.43
2024-06-20,South,Product A,74,66.22,4900.28
2024-06-20,South,Product A,17,156.76,2664.92
2024-06-20,West,Product A,62,199.54,12371.48
2024-06-20,South,Product A,38,256.45,9745.1
2024-06-20,East,Product C,9,240.75,2166.75
2024-06-21,North,Product B,82,408.63,33507.66
2024-06-21,West,Product B,36,444.34,15996.24
2024-06-21,North,Product B,61,294.59,17969.99
2024-06-21,South,Product D,59,442.03,26079.77
2024-06-21,South,Product E,26,217.4,5652.4
2024-06-21,Central,Product E,64,99.76,6384.64
2024-06-21,East,Product C,83,341.82,28371.06
2024-06-22,West,Product A,85,109.37,9296.45
2024-06-22,Central,Product A,2,473.29,946.58
2024-06-22,Central,Product C,4,456.35,1825.4
2024-06-22,Central,Product B,88,131.68,11587.84
2024-06-22,North,Product E,95,224.53,21330.35
2024-06-23,Central,Product E,28,284.57,7967.96
2024-06-23,West,Product B,71,145.57,10335.47
2024-06-23,East,Product B,1,74.16,74.16
2024-06-23,Central,Product A,22,254.75,5604.5
2024-06-23,East,Product A,57,123.88,7061.16
2024-06-24,East,Product B,83,349.94,29045.02
2024-06-24,North,Product E,53,143.75,7618.75
2024-06-24,Central,Product B,15,344.07,5161.05
2024-06-24,Central,Product D,72,315.1,22687.2
2024-06-24,East,Product C,97,399.27,38729.19
2024-06-24,North,Product C,39,307.1,11976.9
2024-06-25,West,Product D,31,87.32,2706.92
2024-06-25,South,Product E,33,393.53,12986.49
2024-06-25,Central,Product C,93,215.23,20016.39
2024-06-26,Central,Product E,45,213.46,9605.7
2024-06-27,West,Product C,14,434.46,6082.44
2024-06-27,West,Product D,21,367.21,7711.41
2024-06-27,South,Product B,9,90.96,818.64
2024-06-27,East,Product D,89,110.27,9814.03
2024-06-28,Central,Product C,82,323.02,26487.64
2024-06-28,Central,Product A,71,292.47,20765.37
2024-06-28,Central,Product E,28,460.15,12884.2
2024-06-29,North,Product C,1,83.37,83.37
2024-06-29,North,Product E,11,101.65,1118.15
2024-06-29,West,Product D,61,449.52,27420.72
2024-06-29,Central,Product C,31,244.52,7580.12
2024-06-29,East,Product E,76,185.41,14091.16
2024-06-29,East,Product C,23,450.1,10352.3
2024-06-30,West,Product C,33,488.69,16126.77
2024-06-30,South,Product B,25,60.79,1519.75
2024-06-30,West,Product D,70,147.02,10291.4
2024-06-30,North,Product B,84,68.15,5724.6
2024-06-30,West,Product B,11,405.48,4460.28
2024-07-01,North,Product C,75,178.38,13378.5
2024-07-01,South,Product D,33,149.72,4940.76
2024-07-01,East,Product A,55,252.98,13913.9
2024-07-01,North,Product B,43,151.82,6528.26
2024-07-01,South,Product A,17,254.52,4326.84
2024-07-02,West,Product B,74,394.05,29159.7
2024-07-02,Central,Product B,56,107.0,5992.0
2024-07-02,West,Product A,51,289.1,14744.1
2024-07-02,North,Product E,33,193.1,6372.3
2024-07-02,South,Product D,57,294.56,16789.92
2024-07-02,East,Product D,28,65.03,1820.84
2024-07-03,East,Product E,36,130.93,4713.48
2024-07-03,South,Product A,91,451.76,41110.16
2024-07-03,West,Product D,62,96.97,6012.14
2024-07-03,West,Product E,69,147.04,10145.76
2024-07-03,South,Product C,90,230.65,20758.5
2024-07-04,South,Product A,91,473.9,43124.9
2024-07-04,South,Product C,60,85.91,5154.6
2024-07-04,West,Product C,60,397.31,23838.6
2024-07-04,South,Product C,12,141.42,1697.04
2024-07-05,North,Product C,71,413.32,29345.72
2024-07-05,West,Product D,29,97.92,2839.68
2024-07-05,East,Product E,57,494.69,28197.33
2024-07-05,West,Product A,87,486.21,42300.27
2024-07-05,North,Product A,14,352.29,4932.06
2024-07-05,South,Product B,8,107.7,861.6
2024-07-05,West,Product E,2,174.23,348.46
2024-07-06,North,Product E,72,327.3,23565.6
2024-07-06,West,Product E,71,389.15,27629.65
2024-07-06,South,Product A,42,459.86,19314.12
2024-07-06,South,Product A,94,489.64,46026.16
2024-07-06,West,Product C,3,496.22,1488.66
2024-07-06,South,Product C,38,463.01,17594.38
2024-07-07,South,Product B,54,144.69,7813.26
2024-07-07,South,Product E,89,449.4,39996.6
2024-07-07,West,Product A,13,160.62,2088.06
2024-07-07,South,Product C,12,438.05,5256.6
2024-07-07,Central,Product E,16,134.99,2159.84
2024-07-07,North,Product C,60,490.49,29429.4
2024-07-07,North,Product D,36,432.08,15554.88
2024-07-08,Central,Product A,41,394.47,16173.27
2024-07-08,South,Product B,18,192.76,3469.68
2024-07-08,South,Product B,49,243.45,11929.05
2024-07-08,West,Product B,14,414.96,5809.44
2024-07-08,East,Product B,25,273.94,6848.5
2024-07-09,North,Product D,49,315.2,15444.8
2024-07-09,North,Product D,91,185.24,16856.84
2024-07-09,North,Product E,72,232.21,16719.12
2024-07-09,Central,Product E,47,362.91,17056.77
2024-07-09,South,Product D,85,362.6,30821.0
2024-07-09,Central,Product E,40,490.96,19638.4
2024-07-09,West,Product D,6,226.73,1360.38
2024-07-09,West,Product C,2,87.92,175.84
2024-07-09,Central,Product D,1,218.77,218.77
2024-07-10,West,Product B,90,436.84,39315.6
2024-07-10,South,Product E,49,80.04,3921.96
2024-07-10,South,Product D,26,276.61,7191.86
2024-07-11,North,Product A,55,423.58,23296.9
2024-07-11,West,Product E,25,306.67,7666.75
2024-07-11,West,Product B,93,191.25,17786.25
2024-07-11,North,Product B,68,153.72,10452.96
2024-07-11,South,Product C,77,361.32,27821.64
2024-07-12,North,Product A,53,432.15,22903.95
2024-07-12,West,Product B,28,311.28,8715.84
2024-07-12,East,Product E,74,326.03,24126.22
2024-07-12,South,Product C,50,446.05,22302.5
2024-07-12,North,Product B,87,72.53,6310.11
2024-07-13,North,Product D,91,311.68,28362.88
2024-07-13,East,Product A,59,404.54,23867.86
2024-07-13,East,Product D,72,442.96,31893.12
2024-07-13,North,Product B,68,68.01,4624.68
2024-07-13,Central,Product A,2,309.54,619.08
2024-07-13,East,Product E,34,378.82,12879.88
2024-07-13,West,Product B,70,146.44,10250.8
2024-07-13,North,Product D,35,123.91,4336.85
2024-07-14,North,Product B,80,272.36,21788.8
2024-07-14,East,Product E,89,229.57,20431.73
2024-07-14,Central,Product A,32,390.78,12504.96
2024-07-14,West,Product D,44,311.19,13692.36
2024-07-14,West,Product B,33,190.04,6271.32
2024-07-14,East,Product D,71,95.03,6747.13
2024-07-15,West,Product B,90,491.78,44260.2
2024-07-15,Central,Product D,7,452.8,3169.6
2024-07-16,Central,Product D,65,355.53,23109.45
2024-07-16,East,Product E,85,57.13,4856.05
2024-07-16,North,Product D,98,222.7,21824.6
2024-07-16,South,Product E,96,175.82,16878.72
2024-07-17,Central,Product B,52,399.72,20785.44
2024-07-17,South,Product D,38,149.06,5664.28
2024-07-17,East,Product D,47,402.83,18933.01
2024-07-17,East,Product E,10,324.73,3247.3
2024-07-17,West,Product D,41,155.12,6359.92
2024-07-17,North,Product D,11,161.04,1771.44
2024-07-18,East,Product A,8,417.89,3343.12
2024-07-18,North,Product E,91,95.34,8675.94
2024-07-18,West,Product E,24,295.74,7097.76
2024-07-18,North,Product A,86,78.86,6781.96
2024-07-18,Central,Product C,16,197.24,3155.84
2024-07-18,North,Product E,11,52.57,578.27
2024-07-18,Central,Product E,93,300.23,27921.39
2024-07-19,Central,Product D,48,385.81,18518.88
2024-07-19,East,Product D,72,308.42,22206.24
2024-07-19,South,Product A,96,75.58,7255.68
2024-07-19,Central,Product D,28,222.89,6240.92
2024-07-20,Central,Product A,70,54.16,3791.2
2024-07-20,South,Product B,67,200.96,13464.32
2024-07-20,East,Product A,79,496.93,39257.47
2024-07-20,South,Product A,77,238.85,18391.45
2024-07-20,North,Product E,23,459.42,10566.66
2024-07-21,South,Product D,86,184.12,15834.32
2024-07-22,North,Product A,53,252.54,13384.62
2024-07-22,East,Product C,29,368.2,10677.8
2024-07-22,Central,Product D,99,254.19,25164.81
2024-07-22,West,Product E,42,317.12,13319.04
2024-07-22,South,Product E,60,90.05,5403.0
2024-07-22,North,Product C,49,202.64,9929.36
2024-07-23,East,Product B,86,228.75,19672.5
2024-07-23,South,Product E,88,372.05,32740.4
2024-07-24,Central,Product C,38,94.97,3608.86
2024-07-24,North,Product E,95,309.67,29418.65
2024-07-24,South,Product A,99,363.21,35957.79
2024-07-24,South,Product D,92,176.7,16256.4
2024-07-24,East,Product E,12,249.98,2999.76
2024-07-24,West,Product A,24,252.21,6053.04
2024-07-24,West,Product B,14,471.18,6596.52
2024-07-24,Central,Product B,7,477.77,3344.39
2024-07-24,South,Product B,6,124.89,749.34
2024-07-24,West,Product A,89,256.62,22839.18
2024-07-24,South,Product C,13,145.41,1890.33
2024-07-24,South,Product A,67,423.58,28379.86
2024-07-25,Central,Product B,63,445.34,28056.42
2024-07-25,East,Product D,99,335.41,33205.59
2024-07-25,South,Product E,1,174.82,174.82
2024-07-25,South,Product B,39,493.7,19254.3
2024-07-25,South,Product E,44,374.73,16488.12
2024-07-26,South,Product D,39,392.75,15317.25
2024-07-26,South,Product B,77,396.13,30502.01
2024-07-26,Central,Product C,27,182.15,4918.05
2024-07-26,Central,Product A,33,308.49,10180.17
2024-07-26,South,Product D,57,109.66,6250.62
2024-07-27,South,Product E,57,385.46,21971.22
2024-07-27,West,Product C,43,181.08,7786.44
2024-07-27,East,Product C,49,474.6,23255.4
2024-07-27,South,Product A,51,450.55,22978.05
2024-07-27,North,Product E,66,234.97,15508.02
2024-07-27,Central,Product D,66,442.76,29222.16
2024-07-27,South,Product B,23,246.22,5663.06
2024-07-28,South,Product A,12,491.02,5892.24
2024-07-28,West,Product A,22,464.63,10221.86
2024-07-28,West,Product A,9,371.61,3344.49
2024-07-28,East,Product C,10,486.42,4864.2
2024-07-28,Central,Product A,3,412.71,1238.13
2024-07-28,West,Product D,56,364.24,20397.44
2024-07-28,North,Product A,65,278.78,18120.7
2024-07-28,South,Product E,29,66.9,1940.1
2024-07-29,North,Product C,32,206.72,6615.04
2024-07-29,North,Product A,32,448.73,14359.36
2024-07-29,South,Product D,4,204.17,816.68
2024-07-30,Central,Product E,22,317.12,6976.64
2024-07-30,Central,Product E,18,339.74,6115.32
2024-07-30,North,Product C,16,248.38,3974.08
2024-07-30,South,Product C,19,438.78,8336.82
2024-07-30,South,Product D,10,387.49,3874.9
2024-07-30,Central,Product D,93,470.55,43761.15
2024-07-30,South,Product E,90,477.63,42986.7
2024-07-30,West,Product A,54,353.17,19071.18
2024-07-31,East,Product C,76,326.65,24825.4
2024-07-31,South,Product E,39,356.05,13885.95
2024-07-31,North,Product B,98,442.61,43375.78
2024-07-31,East,Product B,54,82.12,4434.48
2024-07-31,Central,Product A,49,492.87,24150.63
2024-07-31,West,Product D,54,152.35,8226.9
2024-08-01,Central,Product C,36,144.0,5184.0
2024-08-01,Central,Product D,49,193.83,9497.67
2024-08-01,East,Product B,81,261.61,21190.41
2024-08-01,North,Product B,82,407.81,33440.42
2024-08-01,Central,Product B,39,332.92,12983.88
2024-08-01,Central,Product B,89,444.29,39541.81
2024-08-02,North,Product B,13,327.6,4258.8
2024-08-02,North,Product E,40,184.0,7360.0
2024-08-02,Central,Product E,70,302.24,21156.8
2024-08-02,North,Product A,76,377.28,28673.28
2024-08-03,West,Product A,21,95.11,1997.31
2024-08-03,East,Product E,81,177.05,14341.05
2024-08-03,South,Product C,9,56.67,510.03
2024-08-03,North,Product B,62,51.67,3203.54
2024-08-03,East,Product D,41,126.95,5204.95
2024-08-03,North,Product C,41,215.88,8851.08
2024-08-04,North,Product A,18,413.67,7446.06
2024-08-04,East,Product D,53,143.04,7581.12
2024-08-04,North,Product A,47,137.58,6466.26
2024-08-04,East,Product C,46,391.04,17987.84
2024-08-04,West,Product A,27,298.1,8048.7
2024-08-04,East,Product D,52,477.1,24809.2
2024-08-04,Central,Product C,4,360.48,1441.92
2024-08-04,East,Product D,40,345.48,13819.2
2024-08-04,South,Product E,6,357.23,2143.38
2024-08-04,Central,Product D,96,245.93,23609.28
2024-08-04,South,Product A,40,298.78,11951.2
2024-08-04,East,Product A,55,199.85,10991.75
2024-08-05,East,Product D,48,264.17,12680.16
2024-08-05,West,Product D,26,133.77,3478.02
2024-08-05,South,Product B,21,199.96,4199.16
2024-08-05,North,Product A,50,267.95,13397.5
2024-08-05,Central,Product D,37,300.31,11111.47
2024-08-06,West,Product D,25,267.82,6695.5
2024-08-06,West,Product D,81,471.45,38187.45
2024-08-06,North,Product D,50,227.05,11352.5
2024-08-07,West,Product C,74,89.17,6598.58
2024-08-07,West,Product D,87,373.1,32459.7
2024-08-07,South,Product D,49,271.01,13279.49
2024-08-08,West,Product A,21,295.41,6203.61
2024-08-08,West,Product B,7,318.5,2229.5
2024-08-08,Central,Product D,53,285.42,15127.26
2024-08-08,West,Product C,11,144.47,1589.17
2024-08-08,East,Product D,67,441.2,29560.4
2024-08-09,West,Product C,92,405.95,37347.4
2024-08-09,West,Product C,62,333.34,20667.08
2024-08-09,West,Product C,51,247.29,12611.79
2024-08-09,South,Product B,77,152.09,11710.93
2024-08-09,Central,Product A,97,417.7,40516.9
2024-08-09,South,Product D,26,87.37,2271.62
2024-08-09,West,Product B,10,195.31,1953.1
2024-08-10,North,Product A,92,474.05,43612.6
2024-08-10,East,Product D,68,296.26,20145.68
2024-08-10,West,Product C,65,78.37,5094.05
2024-08-11,West,Product D,80,400.37,32029.6
2024-08-11,Central,Product B,10,312.5,3125.0
2024-08-11,South,Product C,11,56.51,621.61
2024-08-12,West,Product C,36,68.85,2478.6
2024-08-12,Central,Product D,70,234.97,16447.9
2024-08-12,West,Product C,71,179.67,12756.57
2024-08-12,West,Product E,63,499.7,31481.1
2024-08-12,East,Product D,67,177.48,11891.16
2024-08-12,Central,Product C,57,499.38,28464.66
2024-08-13,East,Product C,16,76.12,1217.92
2024-08-13,Central,Product E,49,324.93,15921.57
2024-08-13,Central,Product E,74,257.96,19089.04
2024-08-13,Central,Product D,99,91.09,9017.91
2024-08-13,North,Product C,67,64.76,4338.92
2024-08-13,South,Product E,47,458.8,21563.6
2024-08-13,South,Product E,28,119.72,3352.16
2024-08-13,West,Product C,53,283.75,15038.75
2024-08-14,South,Product B,73,259.06,18911.38
2024-08-14,Central,Product C,15,213.44,3201.6
2024-08-14,West,Product B,46,185.3,8523.8
2024-08-14,South,Product B,82,251.84,20650.88
2024-08-14,Central,Product B,79,419.74,33159.46
2024-08-14,South,Product B,12,96.7,1160.4
2024-08-14,North,Product A,22,275.33,6057.26
2024-08-15,West,Product E,9,359.73,3237.57
2024-08-15,West,Product D,39,264.46,10313.94
2024-08-15,Central,Product C,33,166.57,5496.81
2024-08-15,North,Product E,30,260.14,7804.2
2024-08-15,Central,Product B,99,393.48,38954.52
2024-08-15,West,Product A,41,231.6,9495.6
2024-08-15,South,Product A,90,140.15,12613.5
2024-08-16,East,Product C,77,411.89,31715.53
2024-08-16,East,Product E,2,285.8,571.6
2024-08-16,North,Product A,51,56.87,2900.37
2024-08-16,West,Product B,45,185.8,8361.0
2024-08-17,Central,Product D,91,173.77,15813.07
2024-08-17,South,Product E,43,455.63,19592.09
2024-08-17,South,Product C,48,284.07,13635.36
2024-08-17,East,Product E,69,201.27,13887.63
2024-08-18,West,Product D,92,410.62,37777.04
2024-08-18,South,Product B,24,290.17,6964.08
2024-08-18,East,Product A,81,231.61,18760.41
2024-08-19,South,Product A,82,238.27,19538.14
2024-08-19,West,Product D,31,117.09,3629.79
2024-08-19,East,Product A,95,288.54,27411.3
2024-08-19,Central,Product D,18,442.07,7957.26
2024-08-19,Central,Product E,99,373.51,36977.49
2024-08-19,West,Product B,3,181.32,543.96
2024-08-20,Central,Product E,23,241.64,5557.72
2024-08-20,North,Product D,93,498.27,46339.11
2024-08-20,Central,Product C,58,372.99,21633.42
2024-08-20,North,Product D,82,244.78,20071.96
2024-08-20,West,Product D,14,495.55,6937.7
2024-08-21,West,Product C,57,421.13,24004.41
2024-08-21,West,Product E,70,395.81,27706.7
2024-08-21,East,Product D,19,60.4,1147.6
2024-08-21,North,Product A,66,195.94,12932.04
2024-08-22,East,Product B,66,253.02,16699.32
2024-08-22,Central,Product B,34,249.29,8475.86
2024-08-22,West,Product E,33,347.86,11479.38
2024-08-23,West,Product A,28,295.52,8274.56
2024-08-23,North,Product C,74,64.34,4761.16
2024-08-24,West,Product C,20,70.2,1404.0
2024-08-24,Central,Product C,77,200.4,15430.8
2024-08-25,East,Product C,33,201.63,6653.79
2024-08-25,Central,Product C,87,475.24,41345.88
2024-08-25,East,Product E,2,470.04,940.08
2024-08-25,West,Product A,58,98.66,5722.28
2024-08-26,East,Product D,41,442.49,18142.09
2024-08-26,North,Product A,61,87.74,5352.14
2024-08-26,East,Product B,96,134.62,12923.52
2024-08-26,North,Product D,41,115.87,4750.67
2024-08-27,West,Product E,12,260.49,3125.88
2024-08-27,North,Product A,69,412.56,28466.64
2024-08-28,East,Product E,90,289.54,26058.6
2024-08-28,North,Product C,41,328.71,13477.11
2024-08-28,West,Product A,94,353.08,33189.52
2024-08-28,South,Product C,80,140.74,11259.2
2024-08-29,Central,Product E,92,369.58,34001.36
2024-08-29,South,Product A,9,339.28,3053.52
2024-08-29,West,Product C,83,263.85,21899.55
2024-08-29,South,Product B,65,127.03,8256.95
